"","id","sentiment","description","host_is_superhost","host_total_listings_count","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","cleaning_fee","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location"
"2060",19247246,1.45161290322581,"At this Sonder you'll love the light-filled living area, modern decor and fully-equipped kitchen. Located in Back Bay, known for bustling shopping streets, historic architecture and the Charles River. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out The Palm or The Capital Grille for some of Boston's best dining. For shopping there's Boylston St and to explore the rest of the city, head to the Arlington T station. Boston’s Back Bay is known for its lovely rows of Victorian houses, river-side walkways, fashionable shops, and excellent restaurants. If y","f",1535,"Back Bay",42.35235979,-71.07388944,"Apartment","Entire home/apt",4,1,2,2,531,107,"t",21,90,9,10,9,9,10
"2061",19248168,1.82222222222222,"Cozy 1 bedroom basement apartment with private entrance located near Roslindale Village. If you're looking for a clean, safe, and convenient place to rest your head then you have found your place.   Whether you are visiting Boston for business or pleasure, this location offers easy access to a variety of public transportation options and free street parking for those who prefer to drive. There is a full size bed in the bedroom and the sofa in the living room can also accommodate a guest.  The apartment has furniture (as seen in photos), a TV with cable and WI-FI.  The Kitchen has all the necessary utensils to make and serve a home meal. Coffee, basic spices, coffee creamer, towels and linens are provided. No in house laundry though there is a laundromat just down the street. I want to be extremely transparent and state that the amenities are minimal and basic, which is why the rate is lower than other similar listings. Hopefully you'll be out enjoying the city and you just need an invi","f",1,"Roslindale",42.28152711,-71.13674669,"Apartment","Entire home/apt",3,1,1,1,86,40,"t",39,98,10,10,10,10,9
"2062",19265709,1.84615384615385,"Stay Alfred’s latest Boston vacation rental combines the warmth and charm of nineteenth century architecture with twenty-first century amenities. At the crossroads of two historical neighborhoods, you will be a short walk from Back Bay’s fashionable shops and the South End’s hip restaurants and galleries. Featuring a historic brick facade and wrought-iron details, the interior boasts every modern convenience, from a full kitchen to in-unit laundry. The spacious layout and stylish decor make this apartment the ideal place to recharge after a fresh seafood smorgasbord or a rousing Red Sox victory. Your historic Garrison Street building embodies the charm and character of Back Bay, featuring a landscaped courtyard and expansive rooftop barbecue area - perfect for grilling up something to accompany your chowdah. We believe in personal space. Prior to your arrival, your unit will be professionally cleaned and your self guided check in process ensures easy arrival with no long lines. Should ","f",1308,"Back Bay",42.3450464,-71.08016329,"Apartment","Entire home/apt",5,1,2,3,429,119,"t",4,90,9,9,9,9,10
"2063",19265951,0.875,"Stay Alfred’s latest Boston vacation rental combines the warmth and charm of nineteenth century architecture with twenty-first century amenities. At the crossroads of two historical neighborhoods, you will be a short walk from Back Bay’s fashionable shops and the South End’s hip restaurants and galleries. Featuring a historic brick facade and wrought-iron details, the interior boasts every modern convenience, from a full kitchen to in-unit laundry. The spacious layout and stylish decor make this apartment the ideal place to recharge after a fresh seafood smorgasbord or a rousing Red Sox victory. Your historic Garrison Street building embodies the charm and character of Back Bay, featuring a landscaped courtyard and expansive rooftop barbecue area - perfect for grilling up something to accompany your chowdah. We believe in personal space. Prior to your arrival, your unit will be professionally cleaned and your self guided check in process ensures easy arrival with no long lines. Should ","f",1308,"Back Bay",42.34636081,-71.07994422,"Apartment","Entire home/apt",5,1,2,3,429,119,"t",4,80,9,9,8,8,10
"2064",19269439,1.93959731543624,"Completely renovated one bedroom apartment in the North End includes stainless steel appliances, in-house washer and dryer, and a comfy King bed, plus the couch folds down to sleep an extra guest. Located close to: Freedom Trail, Paul Revere's house, Old North Church, TD Garden, Mike's Pastry, Quincy Market and incredible Italian food. Cleaners come between Noon and 5 PM. Paid parking in garages nearby and street meters.  Self check-in anytime after 5 PM or drop your bags earlier if you need. The entire building was gut renovated.  Apartment 4 is on the third floor with no elevator.  There is a brand new kitchen with Stainless Steel Appliances, dishwasher, and basic needs to eat in.  The bathroom includes a washer and dryer and ironing board and iron.  As well as basic needs like toilet paper, towels, and shampoo.  The apartment has a relaxing lighthouse theme. Access to the entire apartment. Self check in - message me on Airbnb if you have any questions! The North End is Boston's Olde","f",41,"North End",42.36485016,-71.05601641,"Apartment","Entire home/apt",4,1,1,2,97,35,"t",123,92,9,9,9,9,10
"2065",19290895,2.10769230769231,"This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV has local channels. This 5th floor (elevator access) one bedroom suite features a full-sized kitchen, living and dining room combo and a queen-sized bed. This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The queen bedroom provides natural light, ample closet and alarm clock. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. The living room has a queen pu","f",44,"Beacon Hill",42.35790751,-71.07206748,"Apartment","Entire home/apt",4,1,1,1,201,105,"t",21,90,10,9,10,10,10
"2066",19291771,2.17647058823529,"This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV has basic cable channels. This 4th floor (elevator access) one bedroom suite features a full-sized kitchen, living and dining room combo and a queen-sized bed. This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The queen bedroom provides natural light, ample closet and alarm clock. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. The living room has a qu","f",44,"Beacon Hill",42.3595981,-71.06981593,"Apartment","Entire home/apt",4,1,1,1,201,105,"t",14,100,10,10,10,10,10
"2067",19292171,1.45070422535211,"This unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV with local channels. This 3rd floor (elevator access) one bedroom suite features a full-sized kitchen, living and dining room combo and a queen-sized bed. This unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The queen bedroom provides natural light, ample closet and alarm clock. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. The living room has a queen pull-out sofa, coffee","f",44,"Beacon Hill",42.35801957,-71.06974864,"Apartment","Entire home/apt",4,1,1,1,201,105,"t",23,91,10,10,10,9,10
"2068",19296973,2.10909090909091,"NO SECURITY DEPOSIT Send us a message for specific changes to accommodate your stay better.  If we can make those changes we definitely will! WE CATER TO YOU! The guest have entire access to the 2nd level apartment. Come and stay at the all new re-designed Jefrries Point in East Boston.  Very close to public (Metro).  Just a couple stops to the North End, Govt Center, Faneuel Hall, Downtown and Logan Airport. Cozy 3 family condo conversion. Perfect for big groups and families. SLEEPING ARRANEGMENTS: Bedroom  1:  1  Queen  size  bed  Bedroom  2:  1  Full  size  bed   Spare room  3:  1  Full  size  bed Living room:  Sofa  bed  full Queen  size  air-mattress  also  available Guest have entire private access to unit 3C. Additional rules: 1.) NO SMOKING IN THE UNIT AT ALL. You will be charges a 300 smoke clean fee!  2.) No parties or events  3.) only people on your booking are allowed in the unit 4) Please be respectful of other people staying in the building 5.)  Local guest from Massachu","t",9,"East Boston",42.36385186,-71.02948585,"Condominium","Entire home/apt",10,1,3,3,239,100,"t",29,97,10,9,10,10,10
"2069",19303637,2.45454545454545,"This bedroom is perfect for anyone visiting Boston looking for a quiet, luxurious, and comfortable stay. When you are here, this apartment is your home. -Comfortable bed, powerful WiFi, desk space, and plenty of closet space.  -The apartment this bedroom is in is brand new and decked out to the max - granite counters, brand new appliances, and a roofdeck.  -The location is even better - a 5-10 minute walk from an Orange Line T stop so the whole city is at your finger tips. After you walk in the door, you will walk into a massive open concept living room-kitchen area.  -The kitchen is decked out to the max - massive granite counters, brand new appliances, beautiful cabinets. -The living room has a huge green sectional - be careful not to fall asleep on it after you sit down.   The bedroom is comfortable and spacious: -Turn on the fan if you need a little airflow in the room. -If you want to stow away your belongings and clothes, feel free to use the huge wardrobe in the room and dresser","f",1,"Roxbury",42.32838508,-71.09469743,"Other","Private room",2,1,1,2,57,10,"t",3,100,10,10,10,10,10
"2070",19303980,2.29166666666667,"Delightful one bedroom apt/garden suite located in the heart of South End providing a chance to experience historical brownstone architecture in Boston's finest neighborhoods. An extremely cozy hidden oasis with garden patio. The apartment is refreshingly cooler in temperature due to being the first unit of the building which is much needed during Summer season. The entrance is from the back of the building thru the garden. Feel free to enjoy access to the garden, kitchen appliances such as: Coffee espresso machine, Juicer, pots and pans, etc... and office space. I can be available by phone or text for what ever inquiry or suggestions you would need to make your stay exceptional and pleasant. Do not hesitate to ask. I love this neighborhood! You will find many unique local businesses that will make your stay one of a kind. Everything you need is walking distance. The space is very quiet due to the location surrounded by brownstone buildings; you can’t tell your in the heart of the city","f",1,"South End",42.34228021,-71.08050428,"Apartment","Entire home/apt",4,1,1,2,140,50,"t",19,88,9,9,9,9,10
"2071",19307193,2.2037037037037,"This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV has basic cable channels. This 2nd floor (elevator access) one bedroom suite features a full-sized kitchen, living and dining room combo and a queen-sized bed. This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The queen bedroom provides natural light, ample closet and an alarm clock. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. The living room has a","f",44,"Beacon Hill",42.35884601,-71.07051439,"Apartment","Entire home/apt",4,1,1,1,201,105,"t",29,90,10,9,10,10,10
"2072",19308245,1.953125,"This unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. The flat screen TV has local channels. This 5th floor (elevator access) studio suite features a custom designed and built murphy bed that provides the ultimate in comfort and flexibility for a studio unit. The unit is front facing with incredible views of Charles Street and Beacon Hill.  This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking u","f",44,"Beacon Hill",42.35909277,-71.07115815,"Apartment","Entire home/apt",2,1,0,1,180,105,"t",24,88,9,9,9,9,10
"2073",19308998,1.96296296296296,"This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV has basic cable channels. This 4th floor (elevator access) studio suite features a custom designed and built murphy bed that provides the ultimate in comfort and flexibility for a studio unit. The unit is front facing with incredible views of Charles Street and Beacon Hill. This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans an","f",44,"Beacon Hill",42.35945019,-71.07205071,"Apartment","Entire home/apt",2,1,0,1,180,105,"t",11,93,10,10,10,10,10
"2074",19309417,2.09923664122137,"3 bedroom 1300 sqft apartment, with 3 total beds (1 King, 2 Queens). 10 min drive to the airport and Downtown. 10 min walk to the Seaport. 10 min walk to Broadway station. 10 min walk to the Lawn on D. 12 min walk to the Boston Convention Center (BCEC). 15 min walk to the beach. This location is great as there are multiple bars and restaurants within walking distance as well as public transportation. Loft space built 4 years ago with all amenities. Apartment has open floor plan. Wall mounted Sanyo air conditioning units. In unit whirlpool duet washer/dryer. Bluetooth music system. I have lived in South Boston my entire life. I am semi-retired and available to help with any situation that may come up. I want my guests to have an enjoyable stay and will be make sure they have everything they need to make it happen. South Boston is an ideal neighborhood from which to explore Boston. We are located within minutes from downtown. My property is located within walking distance to many restaur","t",1,"South Boston",42.33487319,-71.05511224,"Loft","Entire home/apt",6,2,3,3,375,100,"t",54,97,10,10,10,10,10
"2075",19309434,2.125,"This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV has basic cable channels. This 3rd floor (elevator access) bay studio suite features bay windows over-looking charming Charles Street as well as a custom design-build murphy bed that provides the ultimate in comfort and flexibility for a studio unit. The unit is front facing with incredible views of Charles Street and Beacon Hill. This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone til","f",44,"Beacon Hill",42.35928261,-71.07150325,"Apartment","Entire home/apt",2,1,0,1,180,105,"t",11,100,10,10,10,10,10
"2076",19309861,1.78260869565217,"This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots, pans and cooking utensils, along with oven, stove-top, and refrigerator. Flat screen TV with local channels. This 2nd floor (elevator access) bay studio suite features bay windows over-looking charming Charles Street as well as a custom design-build murphy bed that provides the ultimate in comfort and flexibility for a studio unit. The unit is front facing with incredible views of Charles Street and Beacon Hill. This brand new unit has hardwood floors throughout, granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile flo","f",44,"Beacon Hill",42.35750366,-71.0717965,"Apartment","Entire home/apt",2,1,0,1,180,105,"t",13,88,9,10,10,9,10
"2077",19310183,1.65217391304348,"If you're looking for a convenient, family-friendly place to stay that's comfortable, safe, and close to downtown Boston - this is it!  This is our family home in a great neighborhood just one block from awesome parks and a beautiful waterfront. We are ONE SUBWAY STOP away from downtown Boston - and we have a backyard with a beautiful deck and space for the kids to run around.  We love Boston - and hope we can share it with your family! This is a 1000 square foot condo on the 1st floor (no need to walk up stairs!) in a quiet residential neighborhood called East Boston. It's 5 minutes away from  Logan Airport. It's just a 10-minute walk to the subway and JUST ONE SUBWAY STOP TO DOWNTOWN. You can be from our door to downtown Boston in 15 minutes. This is our full-time family home, so if you have kids, you'll be comfortable here! We have a fantastic big backyard with hammocks and playspace for the kids - and an awesome deck and pergola for the adults to hang out on. We have a picnic table","f",3,"East Boston",42.3659517,-71.03180238,"Apartment","Entire home/apt",7,1,3,5,225,150,"t",6,93,9,10,10,10,10
"2078",19315157,2.07710843373494,"New top floor sunny/open unit on quiet park, 3min. walk to train and airport shuttle, 10min. train to downtown, 10min. walk to best restaurants in area, 13min. to beach, and 1mi. to Piers Park waterfront.  Gut renovated in 2016 with all modern amenities including hardwood floors, Nest central air, eat-in kitchen with breakfast bar, dining table, leather sectional, all major appliances and washer/dryer, and private back and roof decks with city views, perfect for a sunny day or cool evening. This condo features all granite and marble counters and backsplashes, brand new stainless steel appliances including washer/dryer, gas hooded stove, dishwasher, in-counter microwave, and fridge, central air with Nest thermostat, chef-inspired eat-in kitchen fully appointed with breakfast bar and farmer sink, glass dining table with four wooden chairs, large sunny open living space with leather sectional, TV, cable, Internet, and surround sound, large bedroom and bathroom with brand new vanity, exclu","t",1,"East Boston",42.37617811,-71.03302351,"Apartment","Private room",4,1,1,1,99,0,"t",212,95,10,9,9,10,10
"2079",19316661,2.20955882352941,"Amazing location! WALK WALK WALK to Fenway Park! So close to Kenmore Square, Museum of Fine Arts, Northeastern University, Longwood Medical Area, Symphony Hall, LOTS of Universities, House of Blues, Isabella Stewart Gardner Museum, Kelleher Rose Garden, Berklee College of Music, New England Conservatory, theaters, Whole Foods, Target, bars, restaurants, and a few minutes from downtown! Bring your car! You'll have a FREE parking spot! (OMG!) Our home is your home! Can't wait to host for you! ★ WHAT DO WE HAVE FOR YOU? – FREE parking spot! We'll give you a parking permit so you can park in the parking lot behind the building. – 55"" TV with cable – Free coffee and tea! Of course, coffee machine is provided as well :) – High speed internet – Fresh sheets and towels – Shampoo and soap – Full stocked kitchen, pans, skillets, cutting board, kitchen utensils, etc – The distribution of the apartment goes like this: we have 2 bedrooms, one of them has a queen size bed and the other bedroom has a","t",24,"Fenway",42.3418714,-71.09803397,"Apartment","Entire home/apt",9,1,2,5,225,95,"t",117,98,10,10,10,10,10
"2080",19323221,2.18055555555556,"Amazing location! WALK WALK WALK to Fenway Park! So close to Kenmore Square, Museum of Fine Arts, Northeastern University, Longwood Medical Area, Symphony Hall, LOTS of Universities, House of Blues, Isabella Stewart Gardner Museum, Kelleher Rose Garden, Berklee College of Music, New England Conservatory, theaters, Whole Foods, Target, bars, restaurants, and a few minutes from downtown!  Bring your car! You'll have a FREE parking spot! (OMG!) Our home is your home! Can't wait to host for you! ★ WHAT DO WE HAVE FOR YOU? – FREE parking spot! We'll give you a parking permit so you can park in the parking lot behind the building. – 55"" TV with cable – Free coffee and tea! Of course, coffee machine is provided as well :) – High speed internet – Fresh linens and towels – Shampoo and soap – Full stocked kitchen, pans, skillets, cutting board, kitchen utensils, etc. Feel free to cook or bake anything you want. – The distribution of the apartment goes like this: we have 2 bedrooms, one of them h","t",24,"Fenway",42.34372688,-71.09843786,"Apartment","Entire home/apt",8,1,2,4,229,95,"t",111,98,10,10,10,10,10
"2081",19328794,1.47222222222222,"Lovely, comfy 2-bedroom apt. with original furniture & art on 2nd floor of 3-story building on quiet street. 5-minute walk to T, 20-minute ride downtown. Across from station: best café/bistro in city, brick-oven pizza, Indian restaurant, bodega, etc. Natural food co-op 10-min walk in other direction. Two historic parks for nature walks. You'll have the entire apartment. We live in a cabin in upstate NY each summer. Enjoy our humble but artsy Boston home! We have friends in the area to help us accommodate you. An unexpected combo of city and woods. At the bottom of our long one-way hill there is public transportation and a world-class cafe among other restaurants, and up at the top are the towering trees of the historic Forest Hills Cemetery (trails, pond, sculpture, e.e. cummings and other famous people's graves). We hear the bell tower in the cemetary play songs periodically throughout the day. Our station is Forest Hills, on the Orange Line. It's the terminus so you'll alsways get a ","f",1,"Jamaica Plain",42.29900687,-71.11153391,"Apartment","Entire home/apt",4,1,2,3,140,75,"t",10,91,9,9,10,10,10
"2082",19330844,1.66666666666667,"This Studio you are renting is right near where the action is happening in Boston. You are within a 1 minute walking distance of The liquor store, Dunkin' Donuts, 7 Eleven, Pizza , barbers and Anderw Red Line Train and Bus stations that go anywhere from Downtown to the outskirts of Boston and beyond, A 5 minute walk to large parks and beaches at Castle Island. Within 10- 20 minutes you could be Downtown, at the 17th century Fort Independence or do all your shopping at South Bay Mall. The Studio is a garden level unit with hardwood floors and lilies and grape vines greeting you at the entrance . 325 square feet in size it is the perfect base to do all you shopping near by or go out at night downtown. There are 3 stairs leading down into the the private entrance into the building. Laundromats are a minute walk away. The apartment complex is operated by and occupied a family with children in a separate  apartment. An illuminated lock box has been placed out side of the door and has the ke","f",1,"South Boston",42.32972446,-71.05658793,"Apartment","Entire home/apt",2,1,0,1,134,0,"t",22,93,9,9,10,10,10
"2083",19330870,1.87692307692308,"Stayloom is dedicated to giving you a luxurious and authentic travel experience. From the refurbished table to the local artwork, our homes are furnished so every detail has a genuine connection to the surrounding community. Spacious and suitable for groups of all sizes, each Stayloom home is crafted with the intention of bringing family and friends together. Stay in style. Stay for the stories. Stayloom. Gorgeously renovated and loaded with all the comforts of a home, this Stayloom duplex showcases contemporary design combined with the New England farmhouse aesthetic. With finishing touches such as custom furniture made from reclaimed wood, our home is the perfect  urban sanctuary for large groups, families on vacation, and companies coming to town on business who seek a first-class Boston experience. - Can comfortably accommodate up to 23 guests - 2 Chef’s kitchens, 2 private decks - Glass-enclosed shower, and claw-footed tub - Smart TVs, sonos sound system speakers - Marble-topped b","t",4,"Dorchester",42.31477219,-71.05693185,"Apartment","Entire home/apt",16,3,6,13,275,150,"t",16,95,10,10,10,10,9
"2084",19338355,2.27857142857143,"One bedroom condo in GREAT location on Commonwealth Ave  in brownstone with elevator - walk to Fenway, Berklee, Charles River, MIT and Boston Common. Newbury Street and Prudential Center are only a few blocks away! At the end of the day sit on the roof deck and look at the beautiful Boston Skyline or take a walk down Commonwealth Mall lighted for the winter. This condo has all the amenities you need including WIFI, TV, and full kitchen. Read in items to note what famous person lived here Great space all the comforts of home Shared roof top deck and laundry room are available to you Call us at any time for any issues that pop up and we will resolve it ASAP. please note that one of our reviews shows a cancellation. It was done within 10 hours of booking and we had not realized we had not blocked.  Please feel confident we will not cancel on you. The Back Bay is the perfect place to make your home base while visiting Boston. Great shopping, restaurants and the Red Sox are at your front do","f",1,"Back Bay",42.34948985,-71.08935655,"Apartment","Entire home/apt",2,1,1,1,249,65,"t",45,100,10,10,10,10,10
"2085",19347139,2.06761565836299,"Lovely and kids friendly stylish studio with one free parking spot for solo adventurers, couples, and groups of 3 and 4. Located on a main road that takes you directly Downtown in no time. A few minutes driving from Harvard Business School, Boston College, walking distance to Vegan Gastronomic Square, so many international restaurants, bars, grocery stores, pharmacy, Brighton's Medical Area, and more. Drive to Boston and live an unique Airbnb experience. Can't wait to host for you! :) ★ WHAT DO WE HAVE FOR YOU? – 1 Free parking spot – No stairs to access the studio. Just 4 steps by the entrance. – Fresh sheets and towels provided – Free coffee and tea. Coffee machine is provided as well. – Soap, shampoo provided – High speed internet. – Proactive support from your hosts. – We offer 1 full size bed and 1 sofa bed.. – Full stocked kitchen, pans, skillets, cutting board, kitchen utensils, etc. ★ LOCATION LOCATION LOCATION: – Bus stops right in front if the building – HubWay (Boston's Bicy","t",24,"Brighton",42.35490544,-71.13950309,"Apartment","Entire home/apt",4,1,0,2,125,65,"t",109,97,10,10,10,10,9
"2086",19351506,1.86111111111111,"Newly renovated modern 1 bedroom in Boston Right off the highway Walking distance to South Bay plaza and Boston's South end Equipped with Xfinity wifi Can sleep up to 4 people but please let me know before arrival There is free street parking out front Apartment is 10 minutes from Logan Airport 5 min walk to South Bay Shopping plaza: Which includes retail stores and a super market newly renovated 1 bedroom with contemporary designs Please be sure to ask for any additional discounts and we will try to accommodate as much as we can depending on the season.","f",8,"Roxbury",42.33017217,-71.06986905,"Apartment","Entire home/apt",4,1,1,3,99,60,"t",13,92,10,10,10,10,7
"2087",19356659,1.85714285714286,"Cozy two bedroom unit. On site laundry.  Mins walk to North Eastern university.  Many attraction near by - 12 mins walk to Boylston street- Lots of shopping near  Apartment is on second floor. No elevator in the building. Washer/dryer in the building. Netflix is available on TV - no cable TV.","f",11,"Fenway",42.34021254,-71.08872934,"Apartment","Entire home/apt",5,1,2,2,123,60,"t",10,86,9,8,10,10,10
"2088",19358947,1.86857142857143,"Wonderful location - just next to Boylston Station - situated in the downtown Theatre District close to Chinatown & South Station - easy walk through the park to reach shopping and historical tourist spots Beautiful modern one-bedroom close to the Boston Common Park - located in the downtown district bordering the Theatre District with its amazing nightclubs, theaters, and other venues. Chinatown is behind the building if you fancy some authentic Chinese cuisine. The home includes an entry way, kitchen, living room, bathroom, bedroom, and ceiling to floor windows for a great view and lots of sunlight. Laundry is available in the basement - you can purchase a card, add money, and do your laundry if necessary - ask me for an extra laundry card - utilities and wifi included - The location is perfect: just next to Boylston Station - there are countless cafes, bars, and restaurants in the neighborhood You'll have access to: -kitchen  -bathroom (shower, sink, toilet, fan, etc.) -laundry - in","f",1,"Downtown",42.3537826,-71.06345915,"Apartment","Entire home/apt",3,1,1,1,100,60,"t",73,96,10,10,10,10,10
"2089",19364110,2.09259259259259,"Located adjacent to the Longwood Medical area and close to downtown, my house is a 5-7 minute walk from the Orange Line and Green Line (E) subways.  Also within walking distance are a supermarket, ZIP car rental, and restaurants, as well as museums, concert halls, Fenway Park, and multiple college campuses. The Hynes and Boston Convention Centers are easily accessible by public transportation.  Free parking, access to garden.  This is an ideal location both for tourists and business travelers. My house sits on a cliff with downtown views, yet is surrounded by a beautiful garden where guest can relax.  This is quite unique for downtown Boston. I am happy to share information about Boston and how to get around.","f",3,"Mission Hill",42.33145254,-71.10226103,"House","Private room",4,1,1,2,100,30,"t",24,93,10,10,10,10,9
"2090",19373388,1.81632653061224,"This 2 bedroom apartment on the first floor of a traditional triple decker building is centrally located in an culturally diverse neighborhood and conveniently within walking distance of the MBTA red line Shawmut station. There are restaurants, coffee shops and stores in the neighborhood and Downtown Boston is less than 10 miles away, 20 minutes via public transportation. The apartment comes equipped with cable TV and Netflix. Clean and comfortable. Access to the first floor apartment and back yard. Interactions with the host are based on the guest comfort level. The building is owner occupied and the host are available if needed. Culturally diverse and vibrant neighborhood. Trains, buses, taxi, Uber/Lyft, and zip cars. No access to the basement.","f",1,"Dorchester",42.29182599,-71.0663647,"Apartment","Entire home/apt",5,1,2,2,104,35,"t",42,94,10,10,10,10,9
"2091",19411593,2.21052631578947,"Large and bright top third floor apartment only 3 miles from the city center. My apartment is an 8 minutes walk to the red line JFK-UMASS subway which take you directly to South Station, Downtown and Park Street in just 15/20 minutes. Direct ride on the red line to MIT and Harvard as well (30/40 minutes).  The apartment and bedrooms (4 bedrooms) are large, bright and beautiful. Guests share a large living room, a kitchen and a bathroom. I keep the apartment clean and ask that my guests do too. Guests are welcome to use the whole apartment asides from the other bedrooms. Guests share a living room, a bathroom and a kitchen. As much or as little as need be. I am always very responsive.","t",13,"Dorchester",42.31850897,-71.05763506,"Apartment","Private room",2,1,1,1,79,40,"t",4,100,10,10,10,10,10
"2092",19412875,2.13380281690141,"Please read the description of this listing entirely prior to booking and ask as many questions as needed to make sure our home is right for you and that we'll be the right fit, our house rules might not be appealing to you.  Our house is in a Boston neighborhood, not at the center of town but less than a mile walk to public transportation and 5 miles drive from the center of the city.  Easy access by bus or car to Longwood medical area, the college area at Fenway, and of course Fenway park. You're welcome to the entire house, except our room. We just ask that you make it your own and treat it with kindnesses. Your room is on our second floor, near the bathroom!! Furnished with XL twin beds, comfy but firm mattresses, dressed with 100% cotton sheets and blankets. Air condition and good heating, and a large closet. The full bathrooms gets clean daily. Also enjoy a brand new 32 inches TV with cable and more than 100 HD channels for movie night or just to watch your favorite show.  Our ro","t",4,"Mattapan",42.27947909,-71.09888745,"House","Private room",2,2,1,2,48,27,"t",71,95,10,10,10,10,8
